inventore	domanda_id	database
MELLONI PIERO LOGEMANN WILLY DE CARNERI IVO	6626	itapat_1970_1
GIRALDI PIERNICOLA TOSOLINI GIAMPAOLO DRATI EMANUELE NANNINI GIULIANO LONGO ROCCO MEINARDI GIUSEPPE DE CARNERI IVO	6627	itapat_1970_1
SICLARI FRANCESCO, MAGNONI FRANCO E TESEI CARLO	7116	itapat_1970_1
FRANCO BARBIERI HERMITTE E ANTONIO FERRI	7814	itapat_1970_1
CRESCENZI VITTORIO CIANA ANTONIO RUSSO ELIO E GIANCOTTI VINCENZO	367	itapat_1970_2
CONTI PAOLO	557	itapat_1970_2
ARRIGONI VIRGILIO GAETANI BRUNO E VERGA CESARE	1051	itapat_1970_2
MINISCI FRANCESCO BERTINI FRANCO GALLI REMO E QUILICO ADOLFO	1737	itapat_1970_2
FERRARI GIUSEPPE E GRISELLI PIER LUIGI	1978	itapat_1970_2
DA RE PAOLO E SETNIKAR IVO	2161	itapat_1970_2
BRUZZONE MARIO CORRADINI GIORGIO E FUGA VALERIA	2210	itapat_1970_2
GALLI RICCARDO E MUSSINI TORQUATO	2441	itapat_1970_2
GROPPELLI GIOVANNI VECCHIO MARTINO LODI LUCIANO COVINI ROMANO E FATTORE VITTORIO	3189	itapat_1970_2
SIANESI ENRICO DA RE PAOLO SETNIKAR IVO E MASSARANI ELENA	3558	itapat_1970_2
LUIGI MOLTENI ATTILIO TREBBI GIAMPIERO VERCESI	3722	itapat_1970_2
ROBERTI GIORGIO, FIORELLI ENRICO E CRISPOLDI ANTONIO	3792	itapat_1970_2
BERNARDI LUIGI DE CASTIGLIONE ROBERTO E MASI PAOLO	3846	itapat_1970_2
PREGAGLIA GIANFRANCO CAPRARA GIUSEPPE MESSINA GIUSEPPE E MONTORSI GIORGIO	3851	itapat_1970_2
PICCOLO LUIGI CALCAGNO BENEDETTO E GHIRGA MARCELLO	4220	itapat_1970_2
MORESCHINI LUCIANO DEL VESCO ADRIANO E CARRARO GIORGIO	4259	itapat_1970_2
DE FEO FRANCESCO PAPA SISTO E TRAVERSO ENRICO	4513	itapat_1970_2
SOVERINI ARRIGO SIRONI GIUSEPPE AREZZI RAFFAELE	4694	itapat_1970_2
RESTA ALBERTO RIPAMONTI CLAUDIO E CANDELOTTO CLAUDIO	4784	itapat_1970_2
RESTA ALBERTO RIPAMONTI CLAUDIO E SAVINO SERGIO	4785	itapat_1970_2
E VERCESI GIAMPIERO MOLTENI LUIGI TREBBI ATTILIO	4805	itapat_1970_2
ARTINI DOMENICO LOGEMANN WILLY MELLONI PIERO E VITA GIULIO	4894	itapat_1970_2
SCARSO LUCIANO, CERRI EGIDIO E PEZZINI GIOVANNI	4958	itapat_1970_2
DEMIDOV VLADIMIR VASILIEVICH GOLDSTEIN OLEG SEMENOVICH PETER SON ARNOLD IVANOVICH GUSEV LEONTY FEDOROVICH RUBINA VERA PETROVNA MARTINSON YAN EDUARDOVICH OKRUZHNOV NIKOLAI NIKOLAEVICH CHVERTKO ANATOLY IVANOVICH MAXIMOVICH BOLESLAV IVANOVICH SOTCHENKO VLADIMIR PETROVICH MASLENKOV JURY LEONIDOVICH COLOMBO BRUNO MICHELE	5078	itapat_1970_2
COLOMBO BRUNO MICHELE	5123	itapat_1970_2
MOLTENI LUIGI TREBBI ATTILIO E VERCESI GIAMPIERO	5383	itapat_1970_2
MARTORANA GIOVANNI E BRIZZOLESI GUSTAVO	5626	itapat_1970_2
BALLINI GIULIANO E BALDI LUCIANO	5648	itapat_1970_2
ROGIONE VINCENZO E RIPAMONTI PAOLO	5773	itapat_1970_2
MOLTENI LUIGI TREBBI ATTILIO E VERCESI GIAMPIERO	5843	itapat_1970_2
MOLTENI LUIGI TREBBI ATTILIO E VERCESI GIAMPIERO	5844	itapat_1970_2
LAURIA FRANCESCO E VECCHIETTI VITTORIO	6627	itapat_1970_2
COLOMBO PIERO	6652	itapat_1970_2
SIANESI DARIO NELLI GIUSEPPE FONTANELLI RENZO E ZAMBONI VALEN TINO	6679	itapat_1970_2
GIANNINI UMBERTO LONGI PAOLO DELUCA DOMENICO E PRICCA ANGELO	6811	itapat_1970_2
LONGI PAOLO GIANNINI UMBERTO DELUCA DOMENICO E PRICCA ANGELO	6812	itapat_1970_2
FERRARI GIUSEPPE E SIMONAZZI TONINO	6891	itapat_1970_2
BOCOLA WILLY E DONATO ALDO	7350	itapat_1970_2
PAOLINO GOLINELLI GIUSEPPE MARENGO MARIO MONTAGNANI GUIDO VERZELETTI	7650	itapat_1970_2
TRICOLI ANTONIO BATTARRA ALBERTO REBUA GIOVANNI E BESTETTI LUIGI	7802	itapat_1970_2
MELACINI PAOLO KIRSCHNER HELMUT E CAMPANA PAOLO	7804	itapat_1970_2
GHELARDONI MARIO PESTELLINI VITTORIO PISANTI NICOLA VOLTERRA GIOVAN NA	7898	itapat_1970_2
BONVICINI ALBERTO CANTATORE GIUSEPPE E BALATA FABRIZIO	7931	itapat_1970_2
ROSSI GIORGIO MICHIELI GIANNANTO NIO E PAOLUCCI PARIDE	8169	itapat_1970_2
STEFANO STURLESE, GIOVANNI BATTISTAQUAGLIA E BARTOLOLEO MORELLO	8236	itapat_1970_2
COLOMBO PIERO	284	itapat_1970_3
DINELLI DINO MORISI FRANCO E CORNO CARLO	290	itapat_1970_3
ARRIGONI VIRGILIO GAETANI BRUNO E GHEZZI PIETRO	302	itapat_1970_3
COLOMBO ENRICO	815	itapat_1970_3
GIRALDI PIERNICOLA NANNINI GIULIANO LAURIA FRANCESCO E LOGEMANN WILLY	954	itapat_1970_3
LONGONI GIULIANO CHINI PAOLO E CANZIANI FRANCO	975	itapat_1970_3
CONTI GIANNI	1130	itapat_1970_3
CUCCIATI CARLO E BUTTAFAVA PIETRO	1535	itapat_1970_3
CATTANEO SERGIO	1549	itapat_1970_3
GARIBOLDI FRANCO	1729	itapat_1970_3
GANDOLFI CARMELO LAURIA FRANCESCO DE FRANCESCHI ANTONIO E DE CARNERI IVO	1945	itapat_1970_3
VISCONTI ROBERTO E RIBALDONE GIUSEPPE	2031	itapat_1970_3
BIANCHI MASSIMO	2603	itapat_1970_3
LONGI PAOLO GIANNINI UMBERTO MAZZOCCHI ROMANO E DELUCA DOMENICO	2623	itapat_1970_3
BARBA DIEGO LIUZZO GIUSEPPE TAGLIAFERRI GIOVANNI E GERMANA ANTONINO	3093	itapat_1970_3
GIRALDI PIER NICOLA TOSOLINI GIAN PAOLO DRADI EMANUELE NANNINI GIULIANO E DE CARNERI IVO	3173	itapat_1970_3
BONVICINI ALBERTO CANTATORE GIUSEPPE E BALATA FABRIZIO	3439	itapat_1970_3
BALLINI GIULIANO GHIDOLI GIAN CARLO E BALDI LUCIANO	4013	itapat_1970_3
MINISCI FRANCESCO BERTINI FRANCO GALLI REMO E QUILICO ADOLFO	4442	itapat_1970_3
GIANNINI UMBERTO LONGI PAOLO DELUCA DOMENICO E PRICCA ANGELO	4478	itapat_1970_3
GUADALUPI MARIO PAGANI GIORGIO ZARDI UMBERTO E PARIS IVO	5154	itapat_1970_3
BIANCHI ETTORE	5155	itapat_1970_3
GHETTI GIUSEPPE E CORRADINI GIORGIO	5179	itapat_1970_3
PAGANI GIORGIO	5181	itapat_1970_3
LONGONI ANGELO	5211	itapat_1970_3
DE NOVA ROBERTO	5688	itapat_1970_3
PALVARINI ATTILIO DE VITA MARIO TESTA FRANCESCO E GHIONNA ANTONIO	5942	itapat_1970_3
PREGAGLIA GIANFRANCO FERRARI GIANFRANCO ANDREETTA ALBERTO GREGORIO GUGLIELMO	6198	itapat_1970_3
CHETTI NICOLA, SACERDOTI GIANCARLO MASTACCHINI CARLO, PAROTTI GIORGIO SPADONI MAURIZIO RIBESSO SERGIO, RICCI MARIO, SAC	6284	itapat_1970_3
CHIUSOLI GIAN PAOLO FERRARIS MARIO BALDRATTI GIULIANA E MENOZZI MILENA	6626	itapat_1970_3
ROSTISLAV VLADIMIROVICH GOLOVKIN OLEG ALEXEEVICH SEMENOV ALEXANDR TERENTIEVICH KONJUSHENKO NONNA SEMENOVNA ALFEROVA VLADIMIR MIKHAILOVICH YANKOVSKY SVETLANA LEONIDOVNA VOITSELENOK HERBERT GRIMM HORST LUBKE BIANCHI MASSIMO	7036	itapat_1970_3
BIANCHI MASSIMO	7047	itapat_1970_3
COLOMBO PIERO	7049	itapat_1970_3
GUIDOTTI VINCENZO RUSSO MARIO E MORTILLARO LUIGI	7157	itapat_1970_3
LONGO ROCCO	12	itapat_1970_4
MELLONI PIERO LOGEMANN WILLY DE CARNERI IVO	13	itapat_1970_4
MAURO GASTONE E MIGLIERINA ANGELO	151	itapat_1970_4
MELLONI PIERO LOGEMANN WILLY E DE CARNERI IVO	298	itapat_1970_4
BALLADA ROMANO	313	itapat_1970_4
BORIS IZRAILEVICH MEDOVAR VITALY MIKHAILOVICH BAGLAI JURY GEORGIEVICH EMELYANENKO JURY FEDOROVICH ALFEROV EVQUENY ALEXANDROVICH ABRAMOVICH BORGHETTI GIUSEPPE	542	itapat_1970_4
COLOMBO PIERO	576	itapat_1970_4
BORGHETTI GIUSEPPE	586	itapat_1970_4
COMPARE GIAMPIERO	707	itapat_1970_4
VALENTIN PORFIRIEVICH GONCHARENKO, BOLESLAV IVANOVICH MAXIMOVICH, EVGENY PETROVICH KUZNETSOV, VIKTOR YAKOVLEVICH GANCHO, MICHELE E QUILICO ADOLFO MINISCI FRANCESCO GALLI REMO CECERE MIRELLA PERCHINUNNO	724	itapat_1970_4
MICHELE E QUILICO ADOLFO MINISCI FRANCESCO GALLI REMO CECERE MIRELLA PERCHINUNNO	727	itapat_1970_4
FERRI ANTONIO GATTA GIORGIO TALAMINI GIAMPIETRO E VIANELLO GIOVANNINO	844	itapat_1970_4
ALFEEV SERGEI ANTONINOVICH ZHURAVLEV VASILY FEDOROVICH KLUFT LEONID BORISOVICH PORT BORIS SOLOMONOVICH SOKOLOVA GALINA VASILIEVNA VILNITS SAMUIL AVIEVICH WITSCHEL KLAUS E SCHONE DIETER LUIGI BERNARDI, BIANCA PATELLI E ALDEMIO TEMPERILLI	872	itapat_1970_4
LUIGI BERNARDI, BIANCA PATELLI E ALDEMIO TEMPERILLI	958	itapat_1970_4
VAGIN ALEXEI ALEXEEVICH SHALYGIN VENIA MIN NIKOLAEVICH SHIBORIN VIKTOR IVANOVICH MURAKHVER VLADIMIR ILICH FUSCO ROBERTO SANTANGELO NICOLA E BATTISTON GIANCARLO	974	itapat_1970_4
FUSCO ROBERTO SANTANGELO NICOLA E BATTISTON GIANCARLO	987	itapat_1970_4
MESSINA AURELIO E ZANOLLI FAUSTO	1268	itapat_1970_4
GIRALDI PIERNICOLA TOSOLINI GIAMPAOLO DRADI EMANUELE NANNINI GIULIANO LONGO ROCCO MEINARDI GIUSEPPE E DE CARNERI IVO	1616	itapat_1970_4
VOLEMIR DANILOVICH SMOLYARENKO SHARL MOISEEVICH MARGOLIN GEORGY MIKHAILOVICH RYBAKOV MIKHAIL MIKHAILOVICH MAXIMENKO GRIGORY PETROVICH MALIKOV VALENTIN STEPANOVICH GRUNIN MELLONI PIERO LOGEMANN WILLY DE CARNERI IVO E CASTELLINO SILVANA LUIGI POLO FRIZ E ANZUINI GIUSEPPE	1990	itapat_1970_4
MELLONI PIERO LOGEMANN WILLY DE CARNERI IVO E CASTELLINO SILVANA	1992	itapat_1970_4
RINALDI FRANCESCO ALBERTI FERRUCCIO E AGUZZI PAOLO	2008	itapat_1970_4
VAVASSORI ANGELO MANLIO POZZI ENRICO	2992	itapat_1970_4
LIGORATI FERDINANDO AGLIETTI GIANCARLO E NOVA VITTORIO EMANUELE	3059	itapat_1970_4
COZZA GIORGIO PICCOLO LUIGI E BOTTAI GABRIELE	3060	itapat_1970_4
COLOMBO ENZO	3575	itapat_1970_4
VITA GIULIO E MELLONI PIERO	3635	itapat_1970_4
TESTOLIN MARIO POLETTO GRAZIANO E FONTANA MARIO	3781	itapat_1970_4
LAURIA FRANCESCO VECCHIETTI VITTORIO TOMMASINI RAFFAELE E CESERANI ROBERTO	4049	itapat_1970_4
MANCINI CORRADO E GASPARI RAFFAELE	4087	itapat_1970_4
PICCOLO LUIGI E CALCAGNO BENEDETTO	4088	itapat_1970_4
CALCAGNO BENEDETTO E CONTI LUCIANO MONTANARI FERNANDO	4090	itapat_1970_4
MONTANARI FERNANDO CALCAGNO BENEDETTO E CONTI LUCIANO	4091	itapat_1970_4
ECCHER CARLO	4120	itapat_1970_4
CONTE ALBERTO	4128	itapat_1970_4
LONGI PAOLO CAMELI NAZZARENO VALVASSORI ALBERTO PARODI SANDRO CERVI REMO	4467	itapat_1970_4
BERNAREGGI VIRGILIO BUGADA GIUSEPPE E LEVI GABRIELLA	4657	itapat_1970_4
SCATA MARIO	4720	itapat_1970_4
LOSCO GIUSEPPE REGGIO ANTONIO MICHIELI GIANNANTONIO E LONGONI ANGELO	4883	itapat_1970_4
VITTORIO, TOMMASINI RAFFAELE E LAURIA FRANCESCO, VECCHIETTI CESERANI ROBERTO	4996	itapat_1970_4
GINNASI ALESSANDRO E RESCALLI CARLO	5020	itapat_1970_4
GINNASI ALESSANDRO E RESCALLI CARLO	5021	itapat_1970_4
BALLINI GIULIANO MARTINI EMILIO E BALDI LUCIANO	5715	itapat_1970_4
FORNASIERO PAOLO E TOMASI SERGIO	5777	itapat_1970_4
CETTI SERBELLONI FRANCESCO E ERCOLI EZIO	5792	itapat_1970_4
COLOMBO GIANNI GASSINO TERESIO IPPOLITO GIOVANNI E PEDRINI BRUNETTO	6321	itapat_1970_4
LAURIA FRANCESCO VECCHIETTI VITTORIO FRANCAVILLA PIER NICOLA DRADI EMANUELE E LOGEMANN WILLY	6454	itapat_1970_4
SICLARI FRANCESCO MAGNONI FRANCO E MORANDI BATTISTA	6556	itapat_1970_4
BATTISTON GIANCARLO FUSCO ROBERTO E SANTANGELO NICOLA	7067	itapat_1970_4
MINISCI FRANCESCO BERTINI FRANCO GALLI REMO E QUILICO ADOLFO	7068	itapat_1970_4
PRADA CESARE	7173	itapat_1970_4
LOMBARDI AURELIO, ANELLI PIETRO E BIANCHI GIANFRANCO	7295	itapat_1970_4
MARIO BACCAREDDA, PAOLO GIUSTI, ALDO PRIOLA E SEBASTIANO CESCA	7726	itapat_1970_4
COLOMBO PIERO	7934	itapat_1970_4
GANDOLFI CARMELO DORIA GIANFEDE RICO LONGO ROCCO E BERGAMASCHI MARIO	496	itapat_1971_1
PRADA CESARE	552	itapat_1971_1
ECCHER CARLO E VENTURI GIANFRANCO	581	itapat_1971_1
PALAZZETTI MARIO, CAVALLARIN BRUNO VILLA GIOVANNI	966	itapat_1971_1
CASSE ALFREDO E BOSCHETTI TULLIO	1069	itapat_1971_1
ROFFIA PAOLO CONTI FRANCESCO GREGORIO GUGLIELMO E PREGAGLIA GIANFRANCO	1098	itapat_1971_1
GANDOLFI CARMELO DORIA GIANFEDE RICO LONGO ROCCO BERGAMASCHI MARIO	1371	itapat_1971_1
ROSSI PIETRO PAOLO E SICLARI FRANCESCO	1875	itapat_1971_1
BERNAREGGI VIRGILIO BUGADA GIUSEPPE E LEVI GABRIELLA	2011	itapat_1971_1
AGATI ROBERTO CASTOLDI FABRIZIO E MAZZUCCO DARIO	2256	itapat_1971_1
MINISCI FRANCESCO BERTINI FRANCO GALLI REMO PERCHINUNNO MICHELE E QUILICO ADOLFO	2327	itapat_1971_1
GIRALDI PIERNICOLA TOSOLINI GIAMPAOLO DRADI EMANUELE NANNINI GIULIANO LONGO ROCCO MEINARDI GIUSEPPE E DE CARNERI IVO	2799	itapat_1971_1
MELLONI PIERO LOGEMANN WILLY E DE CARNERI IVO	2800	itapat_1971_1
LOMBARDI GIANCARLO	3098	itapat_1971_1
LUCIANI LUCIANO NAVA GIANNI E FOSCHINI GIORGIO	3105	itapat_1971_1
GIOVANNI LARINI ANSELMO LEONE BIANCA PATELLI ROBERTO SCIAKY	3284	itapat_1971_1
BARONCELLI FRANCO GROSSI GIUSEPPE	3686	itapat_1971_1
BUTTAFAVA PIETRO	3795	itapat_1971_1
ROMANO MARIO	4310	itapat_1971_1
ARTINI DOMENICO LOGEMANN WILLY MELLONI PIERO E VITA GIULIO	4798	itapat_1971_1
PALMIERI NICOLA	4940	itapat_1971_1
MEZZANOTTE MARIO CARRETTA FERDI NANDO E TURCHETTI GIANNI	5316	itapat_1971_1
CRAVERI RENATO MANACHINI PIERLUIGI ARAGOZZINI FABRIZIO	6337	itapat_1971_1
CRAVERI RENATO ARAGOZZINI FABRIZIO E MANACHINI PIERLUIGI	6556	itapat_1971_1
FERRARI GIORGIO	6575	itapat_1971_1
MEZZANOTTE MARIO CARRETTA FERDINANDO TURCHETTI GIANNI	6640	itapat_1971_1
ROBERTI GIORGIO FIORELLI ENRICO CRISPOLDI ANTONIO	6893	itapat_1971_1
CAMICIOTTOLI ROBERTO E GROSSI GIUSEPPE	6955	itapat_1971_1
MARINI ROBERTO	7040	itapat_1971_1
GALLI RICCARDO E OLIVANI FRANCO	7249	itapat_1971_1
GAZZI LUIGI, MATTIOLI GIANCARLO	7417	itapat_1971_1
LAURIA FRANCESCO BERNARDELLI CESARE	7521	itapat_1971_1
FOSCHINI GIORGIO LUCIANI LUCIANO MONTANARI ANTONIO	7546	itapat_1971_1
FALETTI FRANCO MORESCHINI LUCIANO MARCIANDI FRANCO PETRINI GUIDO	21	itapat_1971_2
LAURIA FRANCESCO VECCHIETTI VITTORIO	247	itapat_1971_2
ALLIEVI SERGIO E MASIANI GIUSEPPE	293	itapat_1971_2
CIFERRI ALBERTO	827	itapat_1971_2
CIGUARELLA GIORGIO PASQUALUCCI CARMINE RENATO BONFANTI GIOVANNI	1075	itapat_1971_2
GIUDICI LUIGI	1495	itapat_1971_2
GATTI FRANCO	1718	itapat_1971_2
ALLONI LUIGI AURELIO	1719	itapat_1971_2
CHIOLLE ANTONIO LONGI PAOLO CREDALI LINO GRECO FRANCESCO PARRINI PAOLO	2342	itapat_1971_2
FONTANA PAOLO CASALE LIBORIO PONTOGLIO ACHILLE	2481	itapat_1971_2
BRUNO FRANCESCO	2899	itapat_1971_2
SOVERINI ARRIGO SIRONI GIUSEPPE E CORBETTA ALBERTO	2947	itapat_1971_2
GIROLDI MARCO E OGGIONI FRANCESCO	3099	itapat_1971_2
BARBIERI GIOVANNI E DONELLI OSVALDO	3201	itapat_1971_2
VITALY MIKHAILOVICH BAGLAI BORIS EVGENIEVICH PATON ALBERT NIKOLAEVICH SEVRUK BORIS IZRAILEVICH MEDOVAR MOLTENI LUIGI TREBBI ATTILIO VERCESI GIAN PIERO E SIGNORINI MASSIMO	3274	itapat_1971_2
MOLTENI LUIGI TREBBI ATTILIO VERCESI GIAN PIERO E SIGNORINI MASSIMO	3313	itapat_1971_2
GHINI IVO SABATINI TITO ROSSI ANTONIO	3539	itapat_1971_2
BARBIERI GIOVANNI, DONELLI OSVALDO E SQUADRONI ALBERTO	3714	itapat_1971_2
LATTANZI FILIPPO, NERI PAOLO, RICCIFRANCESCO	3922	itapat_1971_2
ANGIOLETTI ATTILIO E FONTANA MARCO	4095	itapat_1971_2
FAUSTINI REMO TARDANI ANGELO DEL MONTE RAFFAELE	4164	itapat_1971_2
KHOLODENKO PETR IOSIFOVICH TABURINSKY GRIGORY SEMENOVICH LISITSYN KONSTANTIN MIKHAILOVICH KINYAEV BORIS ALEXEEVICH SVERDLIK NAUM BORISOVICH POPLAVSKY VLADISLAV IOSIFOVICH CORRADI BRUNO FERRARI GIOVANNI E GHEZZI MARIO	4668	itapat_1971_2
CORRADI BRUNO FERRARI GIOVANNI E GHEZZI MARIO	4690	itapat_1971_2
LUIGI ROVATI GIAMPAOLO PICCIOLA FRANCESCO MAKOVEC	5002	itapat_1971_2
PETRINI GUIDO MORESCHINI LUCIANO MARCIANDI FRANCO E FALETTI FRANCO	5722	itapat_1971_2
PELIZZARI PIERLUIGI E SACCHETTI FRANCO	6030	itapat_1971_2
PICCOLO LUIGI, GHIRGA MARCELLO E CALCAGNO BENEDETTO	6128	itapat_1971_2
E COLOMBO ENRICO MARTINI BOTTIGLIONI MARIA TERESA	6507	itapat_1971_2
BARBIERI GIOVANNI E DONELLI OSVALDO	6767	itapat_1971_2
CHIOLLE ANTONIO CREDALI LINO LONGI PAOLO, GRECO FRANCESCO E D ANGELO ROMANO	6901	itapat_1971_2
LONGI PAOLO GRECO FRANCESCO D ANGELO ROMANO CHIOLLE ANTONIO CREDALI LINO	6902	itapat_1971_2
RAFFAELE ITALO E ROSSI LUIGI	6914	itapat_1971_2
PELAGATTI GUIDO	7306	itapat_1971_2
SPICCI VITTORIO E LELLI ROBERTO	7718	itapat_1971_2
MARCIANDI FRANCO, PETRINI GUIDO, MORESCHINI LUCIANO, FALETTI FRANCO	753	itapat_1971_3
PETRINI GUIDO MORESCHINI LUCIANO MARCIANDI FRANCO E FALETTI FRANCO	755	itapat_1971_3
MORESCHINI LUCIANO MARCIANDI FRANCO PETRINI GUIDO E FALETTI FRANCO	756	itapat_1971_3
GRANA FIORENZO CAMERESI GIANFRANCO SAVARESE MARIO	821	itapat_1971_3
BIANCHI MASSIMO E CONTI GIANNI	1175	itapat_1971_3
CONTI PAOLO	1176	itapat_1971_3
REIS GIANLUIGI E MAURI MARCO	1881	itapat_1971_3
CATITTI ALDO DELLA ROSA LIVIO SACERDOTI GIANCARLO SOGLIA LUCIANO LUIGI	1883	itapat_1971_3
MELLONI PIERO LOGEMANN WILLY E DE CARNERI IVO	2863	itapat_1971_3
BUTTAFAVA PIETRO	3053	itapat_1971_3
BAUDO GIUSEPPE E BOMBARA GIUSEPPE	3107	itapat_1971_3
CRESCENZI FRANCO	3533	itapat_1971_3
COLOMBO ENZO	3882	itapat_1971_3
CHIOLLE ANTONIO CREDALI LINO LONGI PAOLO GRECO FRANCESCO E D ANGELO ROMANO	4714	itapat_1971_3
LONGI PAOLO GRECO FRANCESCO CHIOLLE ANTONIO CREDALI LINO E D ANGELO ROMANO	4727	itapat_1971_3
BRIZZI MARIO ROVARO	4951	itapat_1971_3
DE CARNERI IVO GANDOLFI CARMELO LAURIA FRANCESCO DE FRANCESCHI ANTONIO E	5016	itapat_1971_3
MAIORANO GIOVANNI NICORA CARLO VANDI ANTONIO E DORIA ANDREA	5413	itapat_1971_3
MELLONI PIERO LOGEMANN WILLY DE CARNERI IVO E TRANE FRANCA	5755	itapat_1971_3
MASSI MAURI MARCELLO MOGGI PIETRO ANTONIO ROMANO UGO	5785	itapat_1971_3
MASSI MAURI MARCELLO MOGGI PIETRO ANTONIO ROMANO UGO	5786	itapat_1971_3
PERUGINI GIANCARLO LOFFELHOLZ MARCO E MARCACCIOLI ENZO	6122	itapat_1971_3
GIRALDI PIERNICOLA NANNINI GIULIANO LAURIA FRANCESCO E LOGEMANN WILLY	6288	itapat_1971_3
SEVERINI FEBO VALVASSORI ALBERTO PAGLIARI ALBERTO	6332	itapat_1971_3
MARCIANDI FRANCO MORESCHINI LUCIANO PETRINI GUIDO E FALETTI FRANCO	6349	itapat_1971_3
PETRINI GUIDO MORESCHINI LUCIANO MARCIANDI FRANCO E FALETTI FRANCO	6350	itapat_1971_3
ROFFIA PAOLO CONTI FRANCESCO GREGORIO GUGLIELMO E PIANGERELLI VITTORIO	6351	itapat_1971_3
CORRADINI GIORGIO E MODINI GABRIELE	6541	itapat_1971_3
SIRONI GIUSEPPE FAGHERAZZI GIULIANO FERRERO FRANCESCO E PARRINI GIANFRANCO	6548	itapat_1971_3
ROSSI ENZO E FATTORI SILVANO	6552	itapat_1971_3
MELLONI PIERO LOGEMANN WILLY E DE CARNERI IVO	6650	itapat_1971_3
VITA GIULIO E MELLONI PIERO	6651	itapat_1971_3
VILLA GIORGIO E VILLA GIANCARLO	6890	itapat_1971_3
MORESCHINI LUCIANO, MARCIANDI FRAN CO, PETRINI GUIDO E FALETTI FRANCO	7061	itapat_1971_3
LAURIA FRANCESCO VECCHIETTI VITTORIO BERGAMASCHI MARIO E TOMMASINI RAFFAELE	87	itapat_1971_4
MELLONI PIERO LOGEMANN WILLY DE CARNERI IVO E CASTELLINO SILVANA	504	itapat_1971_4
GIRANDI PIERNICOLA TOSOLINI GIAMPAOLO DRADI EMANUELE NANNINI GIULIANO LONGO ROCCO MEINARDI GIUSEPPE E DE CARNERI IVO	505	itapat_1971_4
RESCALLI CARLO REBORA PIERLUIGI E GINNASI ALESSANDRO	514	itapat_1971_4
PICCOLO LUIGI CALCAGNO BENEDETTO E GHIRSA MARCELLO	516	itapat_1971_4
LIGORATI FERDINANDO AGLIETTI GIANCARLO E NOVA VITTORIO EMANUELE	520	itapat_1971_4
AMBROGI VITTORIO COLOMBO EDOARDO E GIRALDI PIERNICOLA	698	itapat_1971_4
GALLI RICCARDO OLIVANI FRANCO PERUGINI GIANCARLO	1299	itapat_1971_4
GARDI RINALDO VITALI ROMANO E FALCONI GIOVANNI	1338	itapat_1971_4
GIUSEPPE BIANCHI, RICCARDO GALLI, PIERO MAPPELLI, FAUSTO ALESSANDRO TROPEANO, GIULIO ALLIEVI	1538	itapat_1971_4
AMBROGI VITTORIO COLOMBO EDOARDO E GIRALDI PIER NICOLA	1697	itapat_1971_4
BRACHINI CARLO E BRACHINI MARCELLO	1856	itapat_1971_4
LAURIA FRANCESCO FRANCAVILLA PIER NICOLA CANTONE AURELIO LOVISOLO PIER PAOLO	1879	itapat_1971_4
CITTERIO ANTONIO E NAVA PAOLO	2117	itapat_1971_4
CAVALIERI D ORO ENZO SALARI LUCIANO	2606	itapat_1971_4
GARDI RINALDO VITALI ROMANO E FALCONI GIOVANNI	2797	itapat_1971_4
MARTORANA GIOVANNI	3027	itapat_1971_4
BORGHETTI GIUSEPPE	3028	itapat_1971_4
LAURIA FRANCESCO FRANCAVILLA PIER NICOLA CANTONE AURELIO E LOVISOLO PIER PAOLO	3221	itapat_1971_4
CASALE LIBORIO PONTOGLIO ACHILLE E FONTANA PAOLO	3351	itapat_1971_4
CASALE LIBORIO PONTOGLIO ACHILLE E FONTANA PAOLO	3352	itapat_1971_4
BORGHETTI GIUSEPPE	3366	itapat_1971_4
SEVERINI FEBO VALVASSORI ALBERTO TAVAZZANI CARLO E PAGLIARI ALBERTO	3655	itapat_1971_4
BACCAREDDA BOY MARIO CESCA SEBASTIANO FERRARIS GIUSEPPE GIUSTI PAOLO BACCAREDDA BOY MARIO CESCA SEBASTIANO FERRARIS GIUSEPPE GIUSTI PAOLO	3736	itapat_1971_4
BACCAREDDA BOY MARIO CESCA SEBASTIANO FERRARIS GIUSEPPE GIUSTI PAOLO GIUSEPPE FERRARIS SEBASTIANO CESCA ALDO PRIOLA	3737	itapat_1971_4
GIUSEPPE FERRARIS SEBASTIANO CESCA ALDO PRIOLA	3738	itapat_1971_4
ALDO PRIOLA GIUSEPPE FERRARIS SEBASTIANO CESCA	3739	itapat_1971_4
ALDO PRIOLA SEBASTIANO CESCA GIUSEPPE FERRARIS	3740	itapat_1971_4
ALDO PRIOLA SEBASTIANO CESCA GIUSEPPE FERRARIS	3741	itapat_1971_4
ALDO PRIOLA SEBASTIANO CESCA GIUSEPPE FERRARIS	3742	itapat_1971_4
POGGIO SERGIO, LUGLI GABRIELE E MAZZEI ALESSANDRO	3743	itapat_1971_4
GIAMPAOLO GIULIANI ROBERTO PAIELLA	3746	itapat_1971_4
DE SILVA ROBERTO	3839	itapat_1971_4
COLOMBO PAOLO E GALLIVERTI MARCO	3895	itapat_1971_4
LIGORATI FERDINANDO COLOMBO PAOLO E GALLIVERTI MARCO	3896	itapat_1971_4
PICCOLO LUIGI PAOLINELLI ANTONIO E GHIRGA MARCELLO	3922	itapat_1971_4
COLOMBO PAOLO E GALLIVERTI MARCO	3923	itapat_1971_4
